review_id,platform,aspect,topic_id,sentiment
22,unknown,item,0,negative
22,unknown,book,-1,negative
24,unknown,luke,0,negative
24,unknown,rein reign repeated misuse,-1,negative
24,unknown,story,-1,negative
24,unknown,book potential poor grammar,-1,negative
24,unknown,offered price type thing,0,negative
24,unknown,one,0,negative
24,unknown,surely competent editor,-1,negative
24,unknown,much tale,2,negative
25,unknown,interest,-1,negative
25,unknown,bad little slow place,0,negative
25,unknown,book,-1,negative
25,unknown,little twist end think,0,negative
26,unknown,stepbystep process author,-1,negative
26,unknown,ill publishing book,-1,negative
26,unknown,whole thing,0,negative
26,unknown,complete whole process,-1,negative
26,unknown,anyone,-1,negative
26,unknown,writing book,-1,negative
27,unknown,author,-1,negative
27,unknown,bible,-1,negative
27,unknown,he,0,negative
27,unknown,care,0,negative
27,unknown,christian horror,-1,negative
27,unknown,scary good stuff,-1,negative
27,unknown,horror,-1,negative
28,unknown,bare minimum,0,negative
28,unknown,food great service,0,negative
29,unknown,enough character development,-1,negative
30,unknown,ready part,0,negative
31,unknown,domino effect event,0,negative
31,unknown,something,0,negative
31,unknown,book,-1,negative
31,unknown,anyone,-1,negative
31,unknown,least mookie,0,negative
32,unknown,you,0,negative
32,unknown,writing style,-1,negative
32,unknown,everything,0,negative
32,unknown,conclusion situation,-1,negative
32,unknown,anything,0,negative
32,unknown,emotional trauma,-1,negative
32,unknown,keith deininger,0,negative
32,unknown,mr deininger,0,negative
32,unknown,completely engrossing surreal world,-1,negative
32,unknown,paragraph addition wellwritten story,-1,negative
32,unknown,atmosphere,0,negative
32,unknown,caught martin reality,0,negative
32,unknown,last kindle,-1,negative
33,unknown,something page,-1,negative
33,unknown,hr,0,negative
33,unknown,read,-1,negative
33,unknown,interruption,0,negative
33,unknown,that,0,negative
34,unknown,cop,0,negative
34,unknown,wellconstructed plot,0,negative
34,unknown,quicklykipling weave,0,negative
34,unknown,angel compelling murder mystery,-1,negative
34,unknown,book,-1,negative
34,unknown,big screen adaptation,0,negative
34,unknown,that,0,negative
35,unknown,way story,2,negative
35,unknown,flow,0,negative
35,unknown,melea,0,negative
36,unknown,horror movie action,-1,negative
36,unknown,door,0,negative
36,unknown,ominous statement,-1,negative
36,unknown,mind novella,-1,negative
36,unknown,regard,0,negative
36,unknown,character either book movie,-1,negative
36,unknown,bar downtime,0,negative
36,unknown,crime scene,-1,negative
36,unknown,what,0,negative
36,unknown,light flashlightsits,0,negative
36,unknown,location investigateas,0,negative
36,unknown,girl abigail blackwood,0,negative
36,unknown,hippie commune,0,negative
36,unknown,pet peeve mine,0,negative
36,unknown,common sense,0,negative
36,unknown,supernatural threat people,-1,negative
36,unknown,crime scene night,-1,negative
36,unknown,keagan,0,negative
36,unknown,nightthe girl blood,-1,negative
36,unknown,blood coven,-1,negative
36,unknown,nothing,0,negative
36,unknown,sheriff,0,negative
36,unknown,unknown house littered body,0,negative
36,unknown,possibility,0,negative
36,unknown,novel horror fan,-1,negative
36,unknown,disturbed bloodcovered woman,-1,negative
36,unknown,little background info event,0,negative
36,unknown,place,-1,negative
36,unknown,sensemoreland good job,0,negative
36,unknown,time day,0,negative
36,unknown,hippie commune idea,0,negative
36,unknown,sightseeing daytime author,-1,negative
36,unknown,dangerous place,0,negative
36,unknown,horror story sheriff,-1,negative
37,unknown,orbeyondi,0,negative
37,unknown,short chiller life death,0,negative
37,unknown,fowler waste word,0,negative
38,unknown,somethings,0,negative
38,unknown,familiar word,0,negative
38,unknown,girl,-1,negative
38,unknown,harsh light hollywood time,0,negative
38,unknown,aspect greensons life,-1,negative
38,unknown,kindle single focus,0,negative
38,unknown,transference borderline personality,-1,negative
38,unknown,provide stability,0,negative
38,unknown,drug,0,negative
38,unknown,child eventually movie star,-1,negative
38,unknown,enough time,0,negative
38,unknown,person,-1,negative
38,unknown,unusual therapy,-1,negative
38,unknown,child,-1,negative
38,unknown,marilyn,0,negative
38,unknown,last psychotherapist attempt,0,negative
38,unknown,greenson,0,negative
38,unknown,heart story,-1,negative
38,unknown,part,0,negative
38,unknown,long deathfor,0,negative
38,unknown,death,-1,negative
38,unknown,woman,0,negative
38,unknown,literally idea,0,negative
38,unknown,abundance psychoanalyitcal parlance,-1,negative
38,unknown,interesting story causual reader,-1,negative
38,unknown,monroe life,-1,negative
38,unknown,new information,0,negative
38,unknown,you,0,negative
38,unknown,failed marilyn,0,negative
38,unknown,work average reader,-1,negative
38,unknown,waif,0,negative
38,unknown,simulataneous feeling lust,0,negative
39,unknown,chapter letdownand hell,-1,negative
39,unknown,song jack diane,0,negative
39,unknown,stupid conflict way,0,negative
39,unknown,mentioned issue,0,negative
39,unknown,enjoyed book knock star,1,negative
39,unknown,seriouslyall good read,-1,negative
39,unknown,darn,0,negative
40,unknown,two men,0,negative
40,unknown,arejack,0,negative
40,unknown,proper feel charactershaving,-1,negative
40,unknown,third final book story,-1,negative
40,unknown,perfect finale,-1,negative
40,unknown,sweet end jack gravei,0,negative
40,unknown,school adult,-1,negative
40,unknown,sara,0,negative
40,unknown,two suggest series,-1,negative
40,unknown,two guy,0,negative
40,unknown,order,0,negative
40,unknown,isnt thing,0,negative
40,unknown,angst,0,negative
40,unknown,trace jack,0,negative
40,unknown,mmgoodbookreviewswordpresscom,-1,negative
40,unknown,awesome series book,1,negative
40,unknown,theme book,1,negative
40,unknown,young billy storyhint hintif,-1,negative
40,unknown,anything,0,negative
40,unknown,child abuse,0,negative
40,unknown,stop,0,negative
40,unknown,even worse child abuse,-1,negative
40,unknown,jack throughandrew,0,negative
40,unknown,angst emotion,0,negative
40,unknown,big family,-1,negative
40,unknown,jack,-1,negative
40,unknown,ride form trucker,0,negative
40,unknown,tissue,0,negative
40,unknown,andrew,0,negative
40,unknown,jack dad,0,negative
40,unknown,bullying,0,negative
40,unknown,decides,0,negative
40,unknown,blowjob food,0,negative
40,unknown,quite time,0,negative
40,unknown,kind hell,0,negative
41,unknown,one hell life,0,negative
41,unknown,character keith rawson,-1,negative
41,unknown,worried boy,0,negative
41,unknown,straight line,0,negative
41,unknown,readingthe picture,-1,negative
41,unknown,keith rawson,0,negative
41,unknown,crazy drew forehead lipstick,0,negative
41,unknown,who,0,negative
41,unknown,d swear,0,negative
41,unknown,bethe memory lane,-1,negative
41,unknown,character,-1,negative
41,unknown,amazon page,-1,negative
41,unknown,upturned life,0,negative
41,unknown,tale crook,-1,negative
41,unknown,know good visit place,0,negative
41,unknown,chaosmy mind,0,negative
41,unknown,photographic memorya couple story,-1,negative
41,unknown,sense,0,negative
41,unknown,wife,-1,negative
41,unknown,end,0,negative
41,unknown,one occasion,0,negative
41,unknown,eye,0,negative
41,unknown,energy,0,negative
41,unknown,you,0,negative
41,unknown,minor offence,0,negative
41,unknown,thing,-1,negative
41,unknown,cop turned crook,0,negative
41,unknown,skilfully doneyoull see book,-1,negative
41,unknown,noise good hour start,0,negative
41,unknown,many time,0,negative
41,unknown,huge helping good fiction,-1,negative
41,unknown,guy areit,0,negative
41,unknown,highly irrational life,0,negative
42,unknown,money manipulate,0,negative
42,unknown,crap,0,negative
42,unknown,ended liking end,0,negative
42,unknown,better woman insult time,0,negative
42,unknown,one,0,negative
42,unknown,seduce freak,0,negative
42,unknown,year,0,negative
42,unknown,jerk lolmy,0,negative
42,unknown,katie,-1,negative
42,unknown,hannah zach,0,negative
42,unknown,time,-1,negative
42,unknown,girl randomly rape girl,0,negative
42,unknown,actually persues,0,negative
42,unknown,zach katie,0,negative
42,unknown,college time,0,negative
42,unknown,josh lol,0,negative
42,unknown,wounded wife,-1,negative
42,unknown,she,-1,negative
42,unknown,something act,0,negative
42,unknown,angry katie,0,negative
42,unknown,book,-1,negative
42,unknown,touch boob,0,negative
42,unknown,sex wait,0,negative
42,unknown,rest book,1,negative
42,unknown,asks,0,negative
42,unknown,first book,1,negative
42,unknown,nothing,0,negative
42,unknown,angry zach,0,negative
42,unknown,excited want,0,negative
42,unknown,enjoyed kiss zach,0,negative
42,unknown,katie move,0,negative
42,unknown,honest raped josh,0,negative
42,unknown,anything,0,negative
42,unknown,guy attempted rape,0,negative
42,unknown,zach,0,negative
42,unknown,star,-1,negative
42,unknown,year old girl,-1,negative
42,unknown,herkatie,0,negative
42,unknown,year book,-1,negative
42,unknown,hatred,0,negative
42,unknown,kiss book,-1,negative
42,unknown,that,0,negative
42,unknown,another girl,-1,negative
42,unknown,lost child kind man,0,negative
42,unknown,speak know woman,-1,negative
42,unknown,woman danger,0,negative
42,unknown,fear kiss,-1,negative
42,unknown,flower,0,negative
42,unknown,month hiding fact,0,negative
42,unknown,many time,0,negative
42,unknown,meanwhile zach,0,negative
42,unknown,fact parent,-1,negative
43,unknown,sometimes story plot,-1,negative
43,unknown,magazine,-1,negative
43,unknown,new york plan,0,negative
43,unknown,past guy,0,negative
43,unknown,hometown sort thing life,-1,negative
43,unknown,little crooked ear,0,negative
43,unknown,tragedy move,-1,negative
43,unknown,gay character,-1,negative
43,unknown,book,-1,negative
43,unknown,smith,0,negative
43,unknown,every page,0,negative
43,unknown,bury hatchet,0,negative
43,unknown,falling face earth brick,0,negative
43,unknown,hot steamy sex,0,negative
43,unknown,life,-1,negative
43,unknown,gratuitous sex scene,-1,negative
43,unknown,second full length novel,-1,negative
44,unknown,kind book,-1,negative
44,unknown,one,0,negative
45,unknown,book series,-1,negative
45,unknown,beautiful frustrating heartbreaking,-1,negative
46,unknown,worth purchasing waste time,-1,negative
46,unknown,book,-1,negative
47,unknown,one disjointed hard follow,0,negative
48,unknown,also couple mistake,0,negative
48,unknown,first series,-1,negative
48,unknown,something,0,negative
48,unknown,stop,0,negative
49,unknown,hard head,0,negative
49,unknown,better product,0,negative
49,unknown,discussion,-1,negative
49,unknown,bdsm part story,-1,negative
49,unknown,read series,1,negative
49,unknown,fifty shade grey,0,negative
49,unknown,dept,0,negative
49,unknown,loose business old camille,0,negative
49,unknown,she,-1,negative
49,unknown,story read book,-1,negative
49,unknown,next kyle camille story,-1,negative
49,unknown,something,0,negative
49,unknown,dramatic show gut ranchin,-1,negative
49,unknown,pulled part,0,negative
49,unknown,book saving grace,1,negative
49,unknown,family r,0,negative
49,unknown,author,-1,negative
49,unknown,writer crawled book,-1,negative
49,unknown,badly kyle,0,negative
49,unknown,ex evolve character camille,-1,negative
49,unknown,know,0,negative
49,unknown,two family prejudice kyle,0,negative
49,unknown,black r,0,negative
49,unknown,read book,-1,negative
50,unknown,early eighty horror story,-1,negative
50,unknown,hate title book,1,negative
51,unknown,twist turn anger vengeance,-1,negative
51,unknown,prince,0,negative
51,unknown,angelina,-1,negative
51,unknown,claire,0,negative
51,unknown,deceitful cousin,-1,negative
52,unknown,pay book,-1,negative
52,unknown,anyone,-1,negative
53,unknown,time,-1,negative
53,unknown,printed book lot error,-1,negative
53,unknown,printwe,0,negative
53,unknown,craziness mother,-1,negative
53,unknown,ebooks,1,negative
53,unknown,hood,0,negative
53,unknown,mom,-1,negative
54,unknown,excerpt,-1,negative
55,unknown,you,0,negative
55,unknown,employment book,1,negative
55,unknown,nice tip stand crowd,0,negative
55,unknown,right track,0,negative
55,unknown,job,-1,negative
55,unknown,good place,0,negative
56,unknown,hormone,0,negative
56,unknown,reptile businessman,0,negative
56,unknown,decent man gruff exterior,-1,negative
56,unknown,pure lust anything,0,negative
56,unknown,masterful moving way,0,negative
56,unknown,people,-1,negative
56,unknown,death,-1,negative
56,unknown,whose greed brutality,0,negative
56,unknown,complicated excellent story,-1,negative
56,unknown,motivator,0,negative
56,unknown,fact blind sexual response,-1,negative
56,unknown,father,0,negative
56,unknown,rage,0,negative
56,unknown,man,0,negative
56,unknown,close proximity man,0,negative
57,unknown,many question,-1,negative
57,unknown,alot,0,negative
57,unknown,book,-1,negative
58,unknown,drama time,-1,negative
58,unknown,unexpected ending,-1,negative
58,unknown,book muchonce edward,-1,negative
58,unknown,what,0,negative
58,unknown,skin crawlor teeth,0,negative
58,unknown,physical mental abuse dane,-1,negative
58,unknown,character tell story surprise,-1,negative
58,unknown,karma,0,negative
58,unknown,book,-1,negative
58,unknown,child horrific,-1,negative
58,unknown,disappoint book life dane,1,negative
58,unknown,one best horror book,-1,negative
58,unknown,another great book edwardi,-1,negative
58,unknown,job,-1,negative
58,unknown,he,0,negative
58,unknown,plot spoiler,0,negative
58,unknown,horror book,-1,negative
58,unknown,short tell,0,negative
59,unknown,fairly certain second book,1,negative
59,unknown,whose world,-1,negative
59,unknown,kirbys,0,negative
59,unknown,first novel,-1,negative
59,unknown,good oldfashioned mystery murder,-1,negative
59,unknown,already done suffice,0,negative
59,unknown,completely different seb kirby,0,negative
59,unknown,story,-1,negative
59,unknown,reader toe,-1,negative
59,unknown,plenty twist turn,0,negative
59,unknown,often bizarre story,-1,negative
60,unknown,mouth,0,negative
60,unknown,part,0,negative
61,unknown,next chemistry character,0,negative
61,unknown,author pirate bookok,-1,negative
61,unknown,read,-1,negative
61,unknown,however started book,1,negative
61,unknown,arc copy,0,negative
62,unknown,weldon brother,0,negative
62,unknown,way,0,negative
62,unknown,bad boy,0,negative
63,unknown,three asap,0,negative
64,unknown,course,0,negative
64,unknown,agent,0,negative
64,unknown,many front character,0,negative
64,unknown,negotiation harsh country,0,negative
64,unknown,oneall excellent read action,-1,negative
64,unknown,little wiggle,0,negative
64,unknown,anyone,-1,negative
64,unknown,scoop,0,negative
64,unknown,living lebanon,0,negative
64,unknown,revenge israel,0,negative
64,unknown,little ira,0,negative
64,unknown,two different countriesmost,0,negative
64,unknown,new meaning,0,negative
64,unknown,harsh trained elite,0,negative
64,unknown,many year mouse prefers,0,negative
64,unknown,u part plan,-1,negative
64,unknown,many year,0,negative
64,unknown,iraq afghanistan plan,0,negative
64,unknown,toss,0,negative
64,unknown,assistance interrogation method,0,negative
64,unknown,ibraham albari palestinian birth,0,negative
64,unknown,roomcolonel rachel ullman israel,0,negative
64,unknown,special superb,0,negative
65,unknown,lobotomy victim,0,negative
65,unknown,still alive killer,0,negative
66,unknown,gothic fiction,-1,negative
66,unknown,tension switch focus life,0,negative
66,unknown,tight sibling bond hint,-1,negative
66,unknown,gloom doom plot,-1,negative
66,unknown,decision,0,negative
66,unknown,doomed future emphasis setting,-1,negative
66,unknown,great book,1,negative
66,unknown,something,0,negative
66,unknown,pacing,0,negative
66,unknown,solely based thought,-1,negative
66,unknown,sinister hint,-1,negative
66,unknown,haunting bride curse insecurity,-1,negative
66,unknown,internal dialogue secret past,0,negative
66,unknown,motif,-1,negative
66,unknown,unhallowed ground short study,-1,negative
66,unknown,development,0,negative
66,unknown,tradition,0,negative
66,unknown,need,0,negative
66,unknown,conclusion,-1,negative
66,unknown,henry anger,0,negative
66,unknown,emotion truth character,-1,negative
66,unknown,bare bone story tweaking,-1,negative
66,unknown,reader,-1,negative
67,unknown,new fire,0,negative
67,unknown,money,-1,negative
67,unknown,book,-1,negative
67,unknown,anything,0,negative
68,unknown,exhibit low selfesteem inability,-1,negative
68,unknown,problem,-1,negative
68,unknown,depression emotional problem,0,negative
68,unknown,certain type child,-1,negative
68,unknown,loneliness ectread guide,-1,negative
68,unknown,anyone victim,-1,negative
68,unknown,problem sign,0,negative
69,unknown,distilled water lot,0,negative
69,unknown,stain towel,0,negative
69,unknown,book freebie,1,negative
69,unknown,anything,0,negative
70,unknown,you,0,negative
70,unknown,money,-1,negative
70,unknown,horrible management,0,negative
70,unknown,order,0,negative
70,unknown,star,-1,negative
71,unknown,rule half earth,0,negative
71,unknown,long lesbian part,-1,negative
71,unknown,every axis event,-1,negative
71,unknown,year,0,negative
71,unknown,surprise,0,negative
71,unknown,almost laudatory portrayal,-1,negative
71,unknown,operating death camp,-1,negative
71,unknown,biggest mistake war,0,negative
71,unknown,never answeredmy suggestion,0,negative
71,unknown,ten million men,0,negative
71,unknown,baseball idea,0,negative
71,unknown,real question,0,negative
71,unknown,nothing,0,negative
71,unknown,author,-1,negative
71,unknown,editor drop,0,negative
71,unknown,real reason german failure,-1,negative
71,unknown,right ally,0,negative
71,unknown,building,0,negative
71,unknown,historical change,0,negative
71,unknown,author transition peace,-1,negative
71,unknown,russian welcomed liberator,0,negative
71,unknown,nazi atrocity chooses,0,negative
71,unknown,slightly less absurd notion,0,negative
71,unknown,struggle,0,negative
71,unknown,british troop colony,0,negative
71,unknown,german rule u response,0,negative
71,unknown,japan attack ussr usa,0,negative
71,unknown,arm,0,negative
71,unknown,canada,0,negative
71,unknown,britain,0,negative
72,unknown,author,-1,negative
72,unknown,combat experience,-1,negative
72,unknown,reality fear,-1,negative
72,unknown,flaw strength combat hero,-1,negative
72,unknown,exhilaration personality,0,negative
73,unknown,michael simon,0,negative
73,unknown,enjoyed worked difference,-1,negative
73,unknown,previous book,1,negative
73,unknown,tension,0,negative
73,unknown,something,0,negative
73,unknown,series,0,negative
74,unknown,author,-1,negative
74,unknown,status america,0,negative
74,unknown,book know thought group,1,negative
74,unknown,book,-1,negative
74,unknown,liberty set,0,negative
74,unknown,day,0,negative
74,unknown,heartwarmingthat,0,negative
75,unknown,premature provisional starsi,0,negative
75,unknown,face,-1,negative
75,unknown,circulation brain etcthank,-1,negative
75,unknown,timely howto vexing issue,-1,negative
75,unknown,revise review,-1,negative
76,unknown,author,-1,negative
76,unknown,better rating,0,negative
76,unknown,hard time,0,negative
76,unknown,u girlnot,-1,negative
76,unknown,mess,0,negative
76,unknown,damned author,-1,negative
76,unknown,book talking book,1,negative
77,unknown,jake witch healing power,0,negative
77,unknown,mowarts,0,negative
77,unknown,jake,-1,negative
77,unknown,right start,0,negative
77,unknown,evil,-1,negative
77,unknown,hotel,-1,negative
77,unknown,strong physical attaction,0,negative
77,unknown,evil deed,0,negative
77,unknown,memory author,-1,negative
77,unknown,memorable story,-1,negative
77,unknown,witch convention,0,negative
78,unknown,someone,-1,negative
78,unknown,wet seat,0,negative
79,unknown,leaving room,0,negative
79,unknown,minority opinion book,1,negative
79,unknown,relatively minor character reader,-1,negative
79,unknown,real reason,0,negative
79,unknown,doubt,0,negative
79,unknown,angry frustrated,0,negative
79,unknown,spent time,-1,negative
79,unknown,journey author,-1,negative
79,unknown,outi,0,negative
79,unknown,blatantly setting end,0,negative
79,unknown,star,-1,negative
79,unknown,possible sequel,-1,negative
79,unknown,star idea,0,negative
79,unknown,many many grammaticaltypographical error,-1,negative
79,unknown,cop,0,negative
79,unknown,potential story,2,negative
79,unknown,book main focus,1,negative
79,unknown,way,0,negative
79,unknown,totally unacceptable unsatisfying,-1,negative
80,unknown,connection chandler alana,0,negative
80,unknown,alana,0,negative
80,unknown,three book,1,negative
81,unknown,author,-1,negative
81,unknown,granny smith investigates,0,negative
81,unknown,edith ediths,0,negative
81,unknown,amateur sleuth,-1,negative
81,unknown,decent murder mystery,-1,negative
81,unknown,granny,-1,negative
81,unknown,murder friend,-1,negative
81,unknown,husband stanley,0,negative
81,unknown,he,0,negative
81,unknown,fact,-1,negative
81,unknown,unnecessary verbiage,-1,negative
81,unknown,one minute,0,negative
82,unknown,walmart,-1,negative
82,unknown,extort touch,0,negative
83,unknown,ex,0,negative
83,unknown,heroine,-1,negative
83,unknown,fact,-1,negative
83,unknown,fair short read,-1,negative
83,unknown,pretty hurtful thing family,-1,negative
84,unknown,rural community rcmp,0,negative
84,unknown,career place,0,negative
84,unknown,incompetent egotistical physician partner,-1,negative
84,unknown,break marriage,0,negative
84,unknown,life,-1,negative
84,unknown,unwise decision,0,negative
84,unknown,patient life new life,0,negative
84,unknown,resource alex,-1,negative
85,unknown,content,-1,negative
85,unknown,handle signature hollywood scandal,0,negative
85,unknown,liam,0,negative
85,unknown,m lee,0,negative
85,unknown,charactersstoryline character,-1,negative
85,unknown,misleading,0,negative
85,unknown,casey situation casey,0,negative
85,unknown,small town girl merit,0,negative
85,unknown,sense way,0,negative
85,unknown,loved book,-1,negative
85,unknown,book,-1,negative
85,unknown,amanda book,-1,negative
85,unknown,good thing time,0,negative
85,unknown,suck sigh hate author,-1,negative
85,unknown,missouri tad,0,negative
85,unknown,weak book boring,1,negative
85,unknown,everything,0,negative
85,unknown,book opinion,-1,negative
86,unknown,imreadingthis series,-1,negative
